datetime,bitmex-BTC/USD,bitmex-BTC/USD-in-BTC,bitmex-BTC/USD-in-USD,bitmex-BTC/USD-leverage,bitmex-BTC/USD-price,bitmex-ETH/BTC,bitmex-ETH/BTC-in-BTC,bitmex-ETH/BTC-in-USD,bitmex-ETH/BTC-leverage,bitmex-ETH/BTC-price,bitmex-LTC/BTC,bitmex-LTC/BTC-in-BTC,bitmex-LTC/BTC-in-USD,bitmex-LTC/BTC-leverage,bitmex-LTC/BTC-price,bitmex-TRX/BTC,bitmex-TRX/BTC-in-BTC,bitmex-TRX/BTC-in-USD,bitmex-TRX/BTC-leverage,bitmex-TRX/BTC-price,bitmex-XRP/BTC,bitmex-XRP/BTC-in-BTC,bitmex-XRP/BTC-in-USD,bitmex-XRP/BTC-leverage,bitmex-XRP/BTC-price,total,total-USD
2019-06-05 14:31:00,0,0.0,0.0,1,7840.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:31:10,0,0.0,0.0,1,7840.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:31:20,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:31:30,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:31:40,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:31:50,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:32:00,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:32:10,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:32:30,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-05 14:32:40,0,0.0,0.0,1,7810.0,0,0.0,0.0,1,0.03149,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.19e-06,0,0.0,0.0,1,5.215e-05,0.0,0.0
2019-06-06 10:39:00,0,0.0,0.0,1,7893.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,3.72e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:40:10,0,0.0,0.0,1,7893.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,3.72e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:40:20,0,0.0,0.0,1,7893.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,3.72e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:40:30,0,0.0,0.0,1,7893.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,3.72e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:40:40,0,0.0,0.0,1,7826.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.01351,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:40:50,0,0.0,0.0,1,7826.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.01351,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:41:00,0,0.0,0.0,1,7826.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.01351,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:41:10,0,0.0,0.0,1,7826.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.01351,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:41:30,0,0.0,0.0,1,7826.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.01351,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 10:58:00,0,0.0,0.0,1,7891.5,0,0.0,0.0,1,0.03184,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.208e-05,0.0,0.0
2019-06-06 10:58:10,0,0.0,0.0,1,7891.5,0,0.0,0.0,1,0.03184,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.208e-05,0.0,0.0
2019-06-06 10:58:20,0,0.0,0.0,1,7891.5,0,0.0,0.0,1,0.03184,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.208e-05,0.0,0.0
2019-06-06 10:58:40,0,0.0,0.0,1,7891.5,0,0.0,0.0,1,0.03184,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.208e-05,0.0,0.0
2019-06-06 11:11:10,0,0.0,0.0,1,7886.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.199e-05,0.0,0.0
2019-06-06 11:12:00,0,0.0,0.0,1,7887.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:12:10,0,0.0,0.0,1,7887.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:12:20,0,0.0,0.0,1,7887.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:12:30,0,0.0,0.0,1,7887.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:12:50,0,0.0,0.0,1,7887.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:18:10,0,0.0,0.0,1,7880.5,0,0.0,0.0,1,0.03192,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:19:00,0,0.0,0.0,1,7882.0,0,0.0,0.0,1,0.03187,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:19:40,0,0.0,0.0,1,7882.0,0,0.0,0.0,1,0.03187,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 11:22:00,0,0.0,0.0,1,7880.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,5.209e-05,0.0,0.0
2019-06-06 11:42:00,0,0.0,0.0,1,7876.0,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,5.209e-05,0.0,0.0
2019-06-06 11:50:00,0,0.0,0.0,1,7880.0,0,0.0,0.0,1,0.03192,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.196e-05,0.0,0.0
2019-06-06 11:52:00,0,0.0,0.0,1,7877.5,0,0.0,0.0,1,0.03191,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 11:53:00,0,0.0,0.0,1,7879.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.199e-05,0.0,0.0
2019-06-06 11:54:00,0,0.0,0.0,1,7878.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.199e-05,0.0,0.0
2019-06-06 11:55:00,0,0.0,0.0,1,7877.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.199e-05,0.0,0.0
2019-06-06 11:56:00,0,0.0,0.0,1,7878.0,0,0.0,0.0,1,0.03197,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.199e-05,0.0,0.0
2019-06-06 12:01:00,0,0.0,0.0,1,7876.0,0,0.0,0.0,1,0.03192,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.211e-05,0.0,0.0
2019-06-06 12:02:00,0,0.0,0.0,1,7876.0,0,0.0,0.0,1,0.03192,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.211e-05,0.0,0.0
2019-06-06 12:03:00,0,0.0,0.0,1,7875.5,0,0.0,0.0,1,0.03193,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,5.211e-05,0.0,0.0
2019-06-06 12:05:00,0,0.0,0.0,1,7875.5,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,5.201e-05,0.0,0.0
2019-06-06 13:24:10,0,0.0,0.0,1,7897.5,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:24:20,0,0.0,0.0,1,7897.5,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:24:40,0,0.0,0.0,1,7897.5,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:24:50,0,0.0,0.0,1,7839.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:33:00,0,0.0,0.0,1,7894.0,0,0.0,0.0,1,0.03176,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:34:00,0,0.0,0.0,1,7894.0,0,0.0,0.0,1,0.03176,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:35:00,0,0.0,0.0,1,7894.0,0,0.0,0.0,1,0.03176,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:36:00,0,0.0,0.0,1,7894.0,0,0.0,0.0,1,0.03176,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,0,0.0,0.0,1,0.0,0.0,0.0
2019-06-06 13:37:00,0,0.0,0.0,1,7817.5,0,0.0,0.0,1,0.03165,0,0.0,0.0,1,0.01345,0,0.0,0.0,1,4.39e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:38:00,0,0.0,0.0,1,7817.5,0,0.0,0.0,1,0.03165,0,0.0,0.0,1,0.01345,0,0.0,0.0,1,4.39e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:39:00,0,0.0,0.0,1,7817.5,0,0.0,0.0,1,0.03165,0,0.0,0.0,1,0.01345,0,0.0,0.0,1,4.39e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:40:00,0,0.0,0.0,1,7824.5,0,0.0,0.0,1,0.03166,0,0.0,0.0,1,0.013455,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:41:00,0,0.0,0.0,1,7824.5,0,0.0,0.0,1,0.03166,0,0.0,0.0,1,0.013455,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:42:00,0,0.0,0.0,1,7824.5,0,0.0,0.0,1,0.03166,0,0.0,0.0,1,0.013455,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:43:00,0,0.0,0.0,1,7825.0,0,0.0,0.0,1,0.03165,0,0.0,0.0,1,0.01347,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:44:00,0,0.0,0.0,1,7825.0,0,0.0,0.0,1,0.03165,0,0.0,0.0,1,0.01347,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 13:46:00,0,0.0,0.0,1,7825.0,0,0.0,0.0,1,0.03165,0,0.0,0.0,1,0.01347,0,0.0,0.0,1,4.38e-06,0,0.0,0.0,1,5.194e-05,0.0,0.0
2019-06-06 14:51:00,0,0.0,0.0,1,7870.5,0,0.0,0.0,1,0.03184,0,0.0,0.0,1,0.014,114,0.0004617,3.63380985,1,4.05e-06,428,0.02228596,175.40164818,1,5.207e-05,0.02274766,179.03545803
2019-06-06 15:02:00,0,0.0,0.0,1,7861.5,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,428,0.02223888,174.83095512,1,5.196e-05,0.02223888,174.83095512
2019-06-06 15:03:00,0,0.0,0.0,1,7861.5,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,428,0.02223888,174.83095512,1,5.196e-05,0.02223888,174.83095512
2019-06-06 15:04:00,0,0.0,0.0,1,7861.5,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,4.05e-06,428,0.02223888,174.83095512,1,5.196e-05,0.02223888,174.83095512
2019-06-06 15:06:00,0,0.0,0.0,1,7863.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,428,0.02223888,174.87543288,1,5.196e-05,0.02223888,174.87543288
2019-06-06 15:07:00,0,0.0,0.0,1,7863.5,0,0.0,0.0,1,0.03188,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.05e-06,428,0.02223888,174.87543288,1,5.196e-05,0.02223888,174.87543288
2019-06-06 15:09:00,0,0.0,0.0,1,7862.5,0,0.0,0.0,1,0.0,-1,-0.0139,-109.28875,1,0.0139,0,0.0,0.0,1,0.0,428,0.02223888,174.853194,1,5.196e-05,0.00833888,65.56444400000001
2019-06-06 15:10:00,0,0.0,0.0,1,7862.5,0,0.0,0.0,1,0.0,-1,-0.0139,-109.28875,1,0.0139,0,0.0,0.0,1,0.0,428,0.02223888,174.853194,1,5.196e-05,0.00833888,65.56444400000001
2019-06-06 15:11:00,0,0.0,0.0,1,7862.5,0,0.0,0.0,1,0.0,-1,-0.0139,-109.28875,1,0.0139,0,0.0,0.0,1,0.0,428,0.02223888,174.853194,1,5.196e-05,0.00833888,65.56444400000001
2019-06-06 15:12:00,0,0.0,0.0,1,7862.5,0,0.0,0.0,1,0.0,-1,-0.0139,-109.28875,1,0.0139,0,0.0,0.0,1,0.0,428,0.02223888,174.853194,1,5.196e-05,0.00833888,65.56444400000001
2019-06-06 15:13:00,0,0.0,0.0,1,7862.5,0,0.0,0.0,1,0.0,-1,-0.0139,-109.28875,1,0.0139,0,0.0,0.0,1,0.0,428,0.02223888,174.853194,1,5.196e-05,0.00833888,65.56444400000001
2019-06-06 15:14:00,0,0.0,0.0,1,7862.5,0,0.0,0.0,1,0.0,-1,-0.0139,-109.28875,1,0.0139,0,0.0,0.0,1,0.0,428,0.02223888,174.853194,1,5.196e-05,0.00833888,65.56444400000001
2019-06-06 15:15:00,0,0.0,0.0,1,7862.5,0,0.0,0.0,1,0.0,-1,-0.0139,-109.28875,1,0.0139,0,0.0,0.0,1,0.0,428,0.02223888,174.853194,1,5.196e-05,0.00833888,65.56444400000001
2019-06-06 15:16:00,0,0.0,0.0,1,7806.5,0,0.0,0.0,1,0.0,-1,-0.013505,-105.4267825,1,0.013505,0,0.0,0.0,1,4.35e-06,9,0.00046827,3.655549755,1,5.203e-05,-0.01303673,-101.771232745
2019-06-06 15:17:00,0,0.0,0.0,1,7806.5,0,0.0,0.0,1,0.0,-1,-0.013505,-105.4267825,1,0.013505,0,0.0,0.0,1,4.35e-06,9,0.00046827,3.655549755,1,5.203e-05,-0.01303673,-101.771232745
2019-06-06 15:18:00,0,0.0,0.0,1,7806.5,0,0.0,0.0,1,0.0,-1,-0.013505,-105.4267825,1,0.013505,0,0.0,0.0,1,4.35e-06,9,0.00046827,3.655549755,1,5.203e-05,-0.01303673,-101.771232745
2019-06-06 15:19:00,0,0.0,0.0,1,7806.5,0,0.0,0.0,1,0.0,-1,-0.013505,-105.4267825,1,0.013505,0,0.0,0.0,1,4.35e-06,9,0.00046827,3.655549755,1,5.203e-05,-0.01303673,-101.771232745
2019-06-06 15:20:00,0,0.0,0.0,1,7806.5,0,0.0,0.0,1,0.0,-1,-0.013505,-105.4267825,1,0.013505,0,0.0,0.0,1,4.35e-06,9,0.00046827,3.655549755,1,5.203e-05,-0.01303673,-101.771232745
2019-06-06 15:22:00,0,0.0,0.0,1,7873.5,0,0.0,0.0,1,0.03181,-1,-0.0139,-109.44165,1,0.0139,0,0.0,0.0,1,4.05e-06,9,0.00046818,3.68621523,1,5.202e-05,-0.013431819999999999,-105.75543477
2019-06-06 15:23:00,0,0.0,0.0,1,7873.5,0,0.0,0.0,1,0.03181,-1,-0.0139,-109.44165,1,0.0139,0,0.0,0.0,1,4.05e-06,9,0.00046818,3.68621523,1,5.202e-05,-0.013431819999999999,-105.75543477
2019-06-06 15:24:00,0,0.0,0.0,1,7873.5,0,0.0,0.0,1,0.03181,-1,-0.0139,-109.44165,1,0.0139,0,0.0,0.0,1,4.05e-06,9,0.00046818,3.68621523,1,5.202e-05,-0.013431819999999999,-105.75543477
2019-06-06 15:25:00,0,0.0,0.0,1,7792.0,0,0.0,0.0,1,0.03179,-1,-0.013525,-105.38680000000001,1,0.013525,1149,0.00499815,38.9455848,1,4.35e-06,9,0.00046998,3.66208416,1,5.222e-05,-0.00805687,-62.77913104000002
2019-06-06 15:26:00,-1,-7797.0,-60793209.0,1,7797.0,0,0.0,0.0,1,0.03179,-1,-0.013525,-105.454425,1,0.013525,1149,0.00500964,39.06016308,1,4.36e-06,9,0.00046989000000000004,3.66373233,1,5.221e-05,-7797.00804547,-60793271.73052959
2019-06-06 15:27:00,-1,-7789.5,-60676310.25,1,7789.5,-1,-0.03179,-247.62820499999998,1,0.03179,-1,-0.013525,-105.3529875,1,0.013525,1149,0.00500964,39.02259078,1,4.36e-06,9,0.00046998,3.66090921,1,5.222e-05,-7789.53983538,-60676620.54769251
2019-06-06 15:28:00,-1,-7789.5,-60676310.25,1,7789.5,-1,-0.03179,-247.62820499999998,1,0.03179,-1,-0.013525,-105.3529875,1,0.013525,1149,0.00500964,39.02259078,1,4.36e-06,9,0.00046998,3.66090921,1,5.222e-05,-7789.53983538,-60676620.54769251
2019-06-06 15:29:00,-1,-7789.5,-60676310.25,1,7789.5,-1,-0.03179,-247.62820499999998,1,0.03179,-1,-0.013525,-105.3529875,1,0.013525,1149,0.00500964,39.02259078,1,4.36e-06,9,0.00046998,3.66090921,1,5.222e-05,-7789.53983538,-60676620.54769251
2019-06-06 15:30:00,-1,-7789.5,-60676310.25,1,7789.5,-1,-0.03179,-247.62820499999998,1,0.03179,-1,-0.013525,-105.3529875,1,0.013525,1149,0.00500964,39.02259078,1,4.36e-06,9,0.00046998,3.66090921,1,5.222e-05,-7789.53983538,-60676620.54769251
2019-06-06 15:31:00,-1,-7789.5,-60676310.25,1,7789.5,-1,-0.03179,-247.62820499999998,1,0.03179,-1,-0.013525,-105.3529875,1,0.013525,1149,0.00500964,39.02259078,1,4.36e-06,9,0.00046998,3.66090921,1,5.222e-05,-7789.53983538,-60676620.54769251
2019-06-06 15:32:00,-1,-7789.5,-60676310.25,1,7789.5,-1,-0.03179,-247.62820499999998,1,0.03179,-1,-0.013525,-105.3529875,1,0.013525,1149,0.00500964,39.02259078,1,4.36e-06,9,0.00046998,3.66090921,1,5.222e-05,-7789.53983538,-60676620.54769251
2019-06-06 15:34:00,0,0.0,0.0,1,7875.0,0,0.0,0.0,1,0.03189,0,0.0,0.0,1,0.014,0,0.0,0.0,1,3.65e-06,0,0.0,0.0,1,5.209e-05,0.0,0.0
2019-06-06 15:35:00,0,0.0,0.0,1,7796.5,0,0.0,0.0,1,0.03179,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,0.0,0.0
2019-06-06 15:36:00,0,0.0,0.0,1,7796.5,0,0.0,0.0,1,0.03179,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,0.0,0.0
2019-06-06 15:37:00,0,0.0,0.0,1,7796.5,0,0.0,0.0,1,0.03179,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,0.0,0.0
2019-06-06 15:38:00,0,0.0,0.0,1,7796.5,0,0.0,0.0,1,0.03179,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,0.0,0.0
2019-06-06 15:39:00,0,0.0,0.0,1,7796.5,0,0.0,0.0,1,0.03179,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,0.0,0.0
2019-06-06 15:40:00,0,0.0,0.0,1,7808.5,0,0.0,0.0,1,0.03179,-1,-0.013535,-105.6880475,1,0.013535,0,0.0,0.0,1,4.35e-06,95,0.0049609,38.737187649999996,1,5.222e-05,-0.008574100000000001,-66.95085985
2019-06-06 15:42:00,0,0.0,0.0,1,7872.5,0,0.0,0.0,1,0.03183,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.2e-06,0,0.0,0.0,1,5.208e-05,0.0,0.0
2019-06-06 15:43:00,0,0.0,0.0,1,7872.5,0,0.0,0.0,1,0.03183,0,0.0,0.0,1,0.0139,0,0.0,0.0,1,4.2e-06,0,0.0,0.0,1,5.208e-05,0.0,0.0
2019-06-06 15:44:00,0,0.0,0.0,1,7820.5,0,0.0,0.0,1,0.03183,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,-958,-0.05001718,-391.15935619,1,5.221e-05,-0.05001718,-391.15935619
2019-06-06 15:45:00,-1,-7820.5,-61160220.25,1,7820.5,0,0.0,0.0,1,0.03178,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,-958,-0.050026759999999997,-391.23427657999997,1,5.222e-05,-7820.55002676,-61160611.48427658
2019-06-06 15:46:00,-1,-7820.5,-61160220.25,1,7820.5,0,0.0,0.0,1,0.03178,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,-958,-0.050026759999999997,-391.23427657999997,1,5.222e-05,-7820.55002676,-61160611.48427658
2019-06-06 15:47:00,-1,-7820.5,-61160220.25,1,7820.5,0,0.0,0.0,1,0.03178,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,-958,-0.050026759999999997,-391.23427657999997,1,5.222e-05,-7820.55002676,-61160611.48427658
2019-06-06 15:48:00,-1,-7820.5,-61160220.25,1,7820.5,0,0.0,0.0,1,0.03178,0,0.0,0.0,1,0.01353,0,0.0,0.0,1,4.35e-06,-958,-0.050026759999999997,-391.23427657999997,1,5.222e-05,-7820.55002676,-61160611.48427658
2019-06-06 15:49:00,-1,-7813.0,-61042969.0,1,7813.0,0,0.0,0.0,1,0.03178,-4,-0.0541,-422.68330000000003,1,0.013525,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,-7813.0541,-61043391.6833
2019-06-06 15:50:00,-1,-7813.0,-61042969.0,1,7813.0,0,0.0,0.0,1,0.03178,-4,-0.0541,-422.68330000000003,1,0.013525,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,-7813.0541,-61043391.6833
2019-06-06 15:51:00,-1,-7813.0,-61042969.0,1,7813.0,0,0.0,0.0,1,0.03178,-4,-0.0541,-422.68330000000003,1,0.013525,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,-7813.0541,-61043391.6833
2019-06-06 15:53:00,-1,-7813.0,-61042969.0,1,7813.0,0,0.0,0.0,1,0.03178,-4,-0.0541,-422.68330000000003,1,0.013525,0,0.0,0.0,1,4.35e-06,0,0.0,0.0,1,5.222e-05,-7813.0541,-61043391.6833
